fanout-1-db,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-10-db,"('gateway', 0.5386290038964844)","('fanout-10', 0.4613709961035156)","('fanout-10-db', 0.0)"

fanout-10,"('gateway', 0.5386290038964844)","('fanout-10', 0.4613709961035156)","('fanout-10-db', 0.0)"

fanout-1,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-2-db,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-2,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-3-db,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-3,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-4-db,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-4,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-5-db,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-5,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-6-db,"('gateway', 0.5386290038964844)","('fanout-6', 0.4613709961035156)","('fanout-6-db', 0.0)"

fanout-6,"('gateway', 0.5386290038964844)","('fanout-6', 0.4613709961035156)","('fanout-6-db', 0.0)"

fanout-7-db,"('gateway', 0.5386290038964844)","('fanout-7', 0.4613709961035156)","('fanout-7-db', 0.0)"

fanout-7,"('gateway', 0.5386290038964844)","('fanout-7', 0.4613709961035156)","('fanout-7-db', 0.0)"

fanout-8-db,"('gateway', 0.5386290038964844)","('fanout-8', 0.4613709961035156)","('fanout-8-db', 0.0)"

fanout-8,"('gateway', 0.5386290038964844)","('fanout-8', 0.4613709961035156)","('fanout-8-db', 0.0)"

fanout-9-db,"('gateway', 0.5386290038964844)","('fanout-9', 0.4613709961035156)","('fanout-9-db', 0.0)"

fanout-9,"('gateway', 0.5386290038964844)","('fanout-9', 0.4613709961035156)","('fanout-9-db', 0.0)"

gateway,"('gateway', 0.3541666666666667)","('fanout-1', 0.09567836234939062)","('fanout-8', 0.07747004323671444)","('fanout-7', 0.07430987819706503)","('fanout-5', 0.06539679400218444)","('fanout-6', 0.062104723172102985)","('fanout-4', 0.06074568455012243)","('fanout-2', 0.06008526464740644)","('fanout-3', 0.05679941095923127)","('fanout-10', 0.047625904825768194)","('fanout-9', 0.04561726739334745)","('fanout-3-db', 0.0)","('fanout-10-db', 0.0)","('fanout-1-db', 0.0)","('fanout-4-db', 0.0)","('fanout-6-db', 0.0)","('fanout-5-db', 0.0)","('fanout-9-db', 0.0)","('fanout-7-db', 0.0)","('fanout-8-db', 0.0)","('fanout-2-db', 0.0)"

