,source,destination
0,fanout-2,fanout-db
1,fanout-3,fanout-db
2,fanout-5,fanout-db
3,fanout-6,fanout-db
4,fanout-7,fanout-db
5,fanout-1,fanout-db
6,fanout-10,fanout-db
7,fanout-9,fanout-db
8,fanout-4,fanout-db
9,fanout-8,fanout-db
10,gateway,fanout-1
11,gateway,fanout-10
12,gateway,fanout-4
13,gateway,fanout-9
14,gateway,fanout-2
15,gateway,fanout-3
16,gateway,fanout-5
17,gateway,fanout-6
18,gateway,fanout-7
19,gateway,fanout-8
20,fanout-6,home-cluster-node2
21,fanout-7,home-cluster-node2
22,fanout-2,home-cluster-node2
23,fanout-10,home-cluster-node3
24,fanout-3,home-cluster-node1
25,fanout-4,home-cluster-node3
26,fanout-5,home-cluster-node1
27,fanout-8,home-cluster-node3
28,fanout-9,home-cluster-node1
29,fanout-db,home-cluster-node1
30,fanout-1,home-cluster-node3
31,gateway,home-cluster-node2
