fanout-1-db,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-10-db,"('gateway', 0.5386290038964844)","('fanout-10', 0.4613709961035156)","('fanout-10-db', 0.0)"

fanout-10,"('gateway', 0.5386290038964844)","('fanout-10', 0.4613709961035156)","('fanout-10-db', 0.0)"

fanout-11-db,"('gateway', 0.5386290038964844)","('fanout-11', 0.4613709961035156)","('fanout-11-db', 0.0)"

fanout-11,"('gateway', 0.5386290038964844)","('fanout-11', 0.4613709961035156)","('fanout-11-db', 0.0)"

fanout-12-db,"('gateway', 0.5386290038964844)","('fanout-12', 0.4613709961035156)","('fanout-12-db', 0.0)"

fanout-12,"('gateway', 0.5386290038964844)","('fanout-12', 0.4613709961035156)","('fanout-12-db', 0.0)"

fanout-13-db,"('gateway', 0.5386290038964844)","('fanout-13', 0.4613709961035156)","('fanout-13-db', 0.0)"

fanout-13,"('gateway', 0.5386290038964844)","('fanout-13', 0.4613709961035156)","('fanout-13-db', 0.0)"

fanout-14-db,"('gateway', 0.5386290038964844)","('fanout-14', 0.4613709961035156)","('fanout-14-db', 0.0)"

fanout-14,"('gateway', 0.5386290038964844)","('fanout-14', 0.4613709961035156)","('fanout-14-db', 0.0)"

fanout-15-db,"('gateway', 0.5386290038964844)","('fanout-15', 0.4613709961035156)","('fanout-15-db', 0.0)"

fanout-15,"('gateway', 0.5386290038964844)","('fanout-15', 0.4613709961035156)","('fanout-15-db', 0.0)"

fanout-1,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-2-db,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-2,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-3-db,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-3,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-4-db,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-4,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-5-db,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-5,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-6-db,"('gateway', 0.5386290038964844)","('fanout-6', 0.4613709961035156)","('fanout-6-db', 0.0)"

fanout-6,"('gateway', 0.5386290038964844)","('fanout-6', 0.4613709961035156)","('fanout-6-db', 0.0)"

fanout-7-db,"('gateway', 0.5386290038964844)","('fanout-7', 0.4613709961035156)","('fanout-7-db', 0.0)"

fanout-7,"('gateway', 0.5386290038964844)","('fanout-7', 0.4613709961035156)","('fanout-7-db', 0.0)"

fanout-8-db,"('gateway', 0.5386290038964844)","('fanout-8', 0.4613709961035156)","('fanout-8-db', 0.0)"

fanout-8,"('gateway', 0.5386290038964844)","('fanout-8', 0.4613709961035156)","('fanout-8-db', 0.0)"

fanout-9-db,"('gateway', 0.5386290038964844)","('fanout-9', 0.4613709961035156)","('fanout-9-db', 0.0)"

fanout-9,"('gateway', 0.5386290038964844)","('fanout-9', 0.4613709961035156)","('fanout-9-db', 0.0)"

gateway

