,source,destination
0,shipping,rabbitmq
1,front-end,session-db
2,carts,carts-db
3,catalogue,catalogue-db
4,orders,orders-db
5,user,user-db
6,queue-master,rabbitmq
7,front-end,orders
8,orders,payment
9,orders,shipping
10,front-end,user
11,orders,user
12,front-end,carts
13,orders,carts
14,front-end,catalogue
15,catalogue,home-cluster-node3
16,user-db,home-cluster-node2
17,orders,home-cluster-node2
18,shipping,home-cluster-node3
19,user,home-cluster-node1
20,carts-db,home-cluster-node1
21,catalogue-db,home-cluster-node1
22,orders-db,home-cluster-node1
23,rabbitmq,home-cluster-node1
24,carts,home-cluster-node2
25,front-end,home-cluster-node3
26,payment,home-cluster-node2
27,queue-master,home-cluster-node3
28,session-db,home-cluster-node2
