,source,destination
0,fanout-10,fanout-10-db
1,fanout-12,fanout-12-db
2,fanout-14,fanout-14-db
3,fanout-7,fanout-7-db
4,fanout-5,fanout-5-db
5,fanout-8,fanout-8-db
6,fanout-9,fanout-9-db
7,fanout-1,fanout-1-db
8,fanout-11,fanout-11-db
9,fanout-2,fanout-2-db
10,fanout-3,fanout-3-db
11,fanout-13,fanout-13-db
12,fanout-15,fanout-15-db
13,fanout-4,fanout-4-db
14,fanout-6,fanout-6-db
15,gateway,fanout-15
16,gateway,fanout-3
17,gateway,fanout-4
18,gateway,fanout-7
19,gateway,fanout-9
20,gateway,fanout-1
21,gateway,fanout-11
22,gateway,fanout-12
23,gateway,fanout-6
24,gateway,fanout-5
25,gateway,fanout-8
26,gateway,fanout-10
27,gateway,fanout-13
28,gateway,fanout-14
29,gateway,fanout-2
30,fanout-3,home-cluster-node1
31,fanout-8,home-cluster-node1
32,fanout-9,home-cluster-node3
33,fanout-10,home-cluster-node1
34,fanout-13,home-cluster-node2
35,fanout-14,home-cluster-node1
36,fanout-4,home-cluster-node2
37,fanout-7-db,home-cluster-node1
38,fanout-11,home-cluster-node2
39,fanout-12,home-cluster-node3
40,fanout-5,home-cluster-node3
41,fanout-7,home-cluster-node3
42,fanout-1,home-cluster-node1
43,fanout-11-db,home-cluster-node3
44,fanout-3-db,home-cluster-node3
45,fanout-4-db,home-cluster-node3
46,fanout-5-db,home-cluster-node1
47,fanout-14-db,home-cluster-node2
48,fanout-10-db,home-cluster-node2
49,fanout-12-db,home-cluster-node1
50,fanout-13-db,home-cluster-node1
51,fanout-2,home-cluster-node2
52,fanout-6-db,home-cluster-node1
53,fanout-8-db,home-cluster-node2
54,gateway,home-cluster-node3
55,fanout-1-db,home-cluster-node3
56,fanout-15,home-cluster-node1
57,fanout-15-db,home-cluster-node2
58,fanout-2-db,home-cluster-node3
59,fanout-6,home-cluster-node2
60,fanout-9-db,home-cluster-node2
