,source,destination
0,fanout-13,fanout-13-db
1,fanout-3,fanout-3-db
2,fanout-5,fanout-5-db
3,fanout-14,fanout-14-db
4,fanout-11,fanout-11-db
5,fanout-2,fanout-2-db
6,fanout-1,fanout-1-db
7,fanout-10,fanout-10-db
8,fanout-12,fanout-12-db
9,fanout-15,fanout-15-db
10,fanout-4,fanout-4-db
11,fanout-6,fanout-6-db
12,fanout-7,fanout-7-db
13,fanout-8,fanout-8-db
14,fanout-9,fanout-9-db
15,gateway,fanout-10
16,gateway,fanout-12
17,gateway,fanout-14
18,gateway,fanout-3
19,gateway,fanout-1
20,gateway,fanout-13
21,gateway,fanout-15
22,gateway,fanout-5
23,gateway,fanout-8
24,gateway,fanout-9
25,gateway,fanout-4
26,gateway,fanout-6
27,gateway,fanout-11
28,gateway,fanout-2
29,gateway,fanout-7
30,fanout-9-db,home-cluster-node2
31,fanout-14,home-cluster-node1
32,fanout-14-db,home-cluster-node2
33,fanout-6,home-cluster-node2
34,fanout-6-db,home-cluster-node1
35,fanout-5,home-cluster-node3
36,fanout-1-db,home-cluster-node3
37,fanout-12,home-cluster-node3
38,fanout-4,home-cluster-node2
39,fanout-4-db,home-cluster-node3
40,gateway,home-cluster-node3
41,fanout-11,home-cluster-node2
42,fanout-12-db,home-cluster-node1
43,fanout-15-db,home-cluster-node2
44,fanout-2,home-cluster-node2
45,fanout-10,home-cluster-node1
46,fanout-3,home-cluster-node1
47,fanout-3-db,home-cluster-node3
48,fanout-9,home-cluster-node3
49,fanout-11-db,home-cluster-node3
50,fanout-13-db,home-cluster-node1
51,fanout-2-db,home-cluster-node3
52,fanout-15,home-cluster-node1
53,fanout-5-db,home-cluster-node1
54,fanout-7,home-cluster-node3
55,fanout-8,home-cluster-node1
56,fanout-8-db,home-cluster-node2
57,fanout-1,home-cluster-node1
58,fanout-10-db,home-cluster-node2
59,fanout-13,home-cluster-node2
60,fanout-7-db,home-cluster-node1
